turn_id;utterance;speaker;intents
3;The postcode is cb13nx, and they do have internet.;SYSTEM;
4;Thank you. Are there any boat attractions in the west?;USER;find_attraction,
5;Nothing in the west, sorry. The closest boat would be the Cambridge Punter in the centre. Is that too far?;SYSTEM;
6;Yes, it is. How about a musuem?;USER;find_attraction,
7;There are 5 museums in the West. I recommend Kettle's Yard. Would you like the address and phone?;SYSTEM;
8;Yes, I would love the address. Thank you so much!;USER;find_attraction,
9;Kettle's yard is on castle street, cb30aq. Can I help you with anything else?;SYSTEM;
10;Great. That is all I need.;USER;
11;I'm glad to have been of assistance. Have a great day. Goodbye.;SYSTEM;
0;I'm looking for a place to stay in the north maybe a guesthouse.;USER;find_hotel,
1;You're in luck! I have 11 guesthouses in the north, would you mind sharing your price range and any other preferences you may have?;SYSTEM;
2;I'd like a place rated 4 stars, that offers free wifi.;USER;find_hotel,
3;That narrows the selection a little. Do you need parking?;SYSTEM;
4;No I just need free internet. I also need the price range, address, and postcode of the one you find.;USER;find_hotel,find_train,
5;The avalon is a guesthouse in the moderate price range and is located at 62 gilbert road, their post code is cb43pd.;SYSTEM;
6;I also need a train to Birmingham new street.;USER;find_train,
7;Sure, I can help you with that. When would you like to travel?;SYSTEM;
8;Friday, I am taking a half day at work to get an early weekend so after 14:00 please.;USER;find_train,
9;There is a 14:01 or if that's too close to 14:00 there is a 15:01 as well.;SYSTEM;
10;Pick one please, just please give me the travel time, arrival time, and price.;USER;find_hotel,find_train,
11;I would suggest the TR2519 which would depart at 15:01 and arrive at 17:44. This price is 75.10 pounds. Would you like to book this train?;SYSTEM;
12;Yes for one please.;USER;book_train,
13;I will work on this and be right back with you.;SYSTEM;
14;Ok. Were you able to book it?;USER;book_train,
15;How many tickets do you want?;SYSTEM;
16;for one please.;USER;book_train,
17;Booking was successful, the total fee is 75.09 GBP payable at the station . Reference number is : 3D1AH8PM .;SYSTEM;
18;What was to total travel time for that train booking?;USER;book_train,
19;a total of 163 minutes;SYSTEM;
20;that is all for today thanks;USER;
21;thanks you so much;SYSTEM;
22;you are welcome abd have a great day;USER;
23;great day to you too;SYSTEM;
24;thanks you a lot;USER;
25;Please call again if we can further assist you. Goodbye.;SYSTEM;
0;Hello. Can you suggest a french restaurant in the north end?;USER;find_restaurant,
1;I have one restaurant in the North end called two two in the expensive range.;SYSTEM;
2;I am interested in the one in the north. Could I have their postcode and address?;USER;find_restaurant,
3;Sure! Restaurant Two Two is located at 22 Chesterton Road Chesterton in postcode cb43ax. Will that be all for today?;SYSTEM;
4;Yes, that will be all. Thanks.;USER;
5;Thanks for using Cambridge TownInfo centre, and have a great day!;SYSTEM;
0;I'd like a moderately priced hotel with free parking, please.;USER;find_hotel,
1;acorn guest house is a 4-star hotel located in 154 chesterton road, should i book it for you?;SYSTEM;
2;Is that located in the north. I really want to stay somewhere in the north.;USER;find_hotel,
3;Yes that is located in the north. Should I book it for you?;SYSTEM;
4;Does it also have internet access?;USER;find_hotel,
5;It does have wifi.;SYSTEM;
6;Does it include free parking?;USER;find_hotel,
7;Yes it does. Would you like me to book you a room?;SYSTEM;
8;I have to discuss it with my husband, so no thanks. Can you tell me about trains leaving Monday? I need to arrive by 10:45.;USER;find_train,
9;And where do you want to travel to and from?;SYSTEM;
10;I will be traveling from Cambridge heading to Bishops Stortford.;USER;find_train,
11;I have 3 trains that would suit your needs. May I suggest the one that arrives by 10:07?;SYSTEM;
12;Yes that works for me. Can I have the travel time and the train ID?;USER;find_train,
13;Yes the travel time is 38 minutes and the trainID is TR7169. Can I help you with anything else?;SYSTEM;
14;That will be all, thank you!;USER;
15;You are very welcome. Have a great day.;SYSTEM;
0;am looking for a train,it should leave on sunday and should go to stansted airport;USER;find_train,
1;What time would you like the train to arrive at Cambridge? Keep in mind the train ride duration is approximately 28 minutes.;SYSTEM;
2;Arrival time doesn't matter so much, but I want to leave after noon. Not a morning person :);USER;find_train,
3;How about TR5985? It leaves at 12:40.;SYSTEM;
4;Thank you goodbye;USER;
5;Thank you for allowing me to help today.;SYSTEM;
0;I am looking for an expensive place to dine which serves indian food.;USER;find_restaurant,
1;Several restaurants fit your criteria. Do you prefer a specific area?;SYSTEM;
2;Yes, I am looking to stay in the centre of town.;USER;find_restaurant,
3;The top 3 places serving indian cuisine are curry garden, the golden curry, and saffron brasserie. Would you like more options?;SYSTEM;
4;Any of those would be fine. I need a table for 7 at 16:00 on Saturday. Is it possible to book at one of those places?;USER;book_restaurant,
5;Your table for 7 is reserved at Curry Garden. Your reference number is : 2OZT0P7I . Is there anything else I can help you with today?;SYSTEM;
6;I'm also looking for a train leaving Cambridge on Sunday.;USER;find_train,
7;There are 202 trains leaving cambridge that day, do you have a destination or time?;SYSTEM;
8;I am looking to go to kings lynn and arrive by 8:15;USER;find_train,
9;There are 3 trains that fit what you are looking for. I can book you at 5:11, 6:11, or 7:11. Which do you prefer?;SYSTEM;
10;I would like to book the 5:11 train;USER;find_train,
11;Sure thing! How many tickets do you need?;SYSTEM;
12;Actually, I don't need any tickets today. But can you tell me the travel time for that train?;USER;find_train,
13;Sure, the travel time is about 47 minutes, is there anything else I can help you with?;SYSTEM;
14;That is all I need. Thanks, and have a nice day.;USER;book_restaurant,
15;Okay. Thank you for calling!;SYSTEM;
0;i am looking for the chiquito restaurant bar;USER;find_restaurant,
1;They are located at 2G Cambridge Leisure Park Cherry Hinton Road Cherry Hinton, and are in the expensive price range.;SYSTEM;
2;May I have the phone number, please?;USER;find_restaurant,
3;Yes, their number is 01223400170. Is there anything else I can help you with?;SYSTEM;
4;Can you tell me what area they are in? I also need some help finding a train.;USER;find_restaurant,find_train,
5;Chiquito restaurant bar is in the south area. Where would you like your train to leave from and go to?;SYSTEM;
6;I need it to leave from Cambridge and arrive at 13:45 at London Liverpool Street on a Sunday.;USER;find_train,
7;TR9025 arrives at Liverpool St at 13:27. Would you like to book a ticket?;SYSTEM;
8;no but when is the departure time, so I don't miss it;USER;find_train,
9;Departure time is 11:59.;SYSTEM;
10;Great! That is everything. Thanks!;USER;
11;You're welcome. Thank you for using the Cambridge TownInfo centre. Goodbye;SYSTEM;
0;I need information about a certain restaurant called charlie chan.;USER;find_restaurant,
1;Charlie Chan serves Chinese food and is located in Regent Street City Centre (centre area). The phone number is 01223361763. Do you have any other questions?;SYSTEM;
2;Yes, could you please give me the specific address of the restaurant?;USER;find_restaurant,
3;Yes, it's located at Regent Street City Centre cb21db. May I help book a table?;SYSTEM;
4;Maybe later. I also need to find a train to ely on Tuesday. Can you help with that?;USER;find_train,
5;I can absolutely help! Where are you departing from and when would you like to arrive?;SYSTEM;
6;I will be leaving from Cambridge and need to leave after 12:30 please.;USER;find_train,
7;There is a train that fits that criteria leaving at 09:50 and arriving at 10:07, would that work?;SYSTEM;
8;I really can't leave at that time. Like I said, I need something that leaves after 12:30.;USER;find_train,
9;My apologies. How about this: TR3420 leaves Cambridge at 13:50 and arrives in Ely at 14:07. Would this be better?;SYSTEM;
10;Yes I would like reservations on train TR3420.;USER;find_train,
11;How many tickets will you need?;SYSTEM;
12;One ticket please, thank you.;USER;book_train,
13;Booking was successful, the total fee is 4.4 GBP payable at the station. Reference number is : CKPZRG81 .;SYSTEM;
14;What is the travel time?;USER;book_train,
15;You will be leaving at 13:50 and arriving by 14:07.;SYSTEM;
16;Thank you and goodbye.;USER;
17;Great! Have a nice day.;SYSTEM;
0;I would like to book a train.;USER;find_train,
1;OK, let's narrow this down a bit. Where are you traveling to, what day are you traveling, and at what time?;SYSTEM;
2;After 19:00 on Friday from leicester to cambridge.;USER;find_train,
3;Okay great, there are 5 trains leaving after 19:00. The earliest being 19:09 and arriving by 20:54. Would that work for you?;SYSTEM;
4;Yes, I think the 20:54 arrival time should work.;USER;find_train,
5;How many tickets do you want for this TR4365 train?;SYSTEM;
6;One ticket please.;USER;book_train,
7;Ok. You are booked. Your reference number is 231K9BOE .;SYSTEM;
8;Also can you help me with finding information on an attraction called Ballare?;USER;find_attraction,
9;No problem. It is a nightclub located in the centre, located at heidelberg gardens, lion yard and charges a 5 pound entrance fee.;SYSTEM;
10;Wow, that was exactly what I needed. Thanks so much!;USER;
11;You are very welcome. Is there anything else I can help you with?;SYSTEM;
12;That was all the questions I had, Thanks very much for helping me.;USER;
13;Have a great day.;SYSTEM;
0;I am looking for a train to Cambridge on Saturday.;USER;find_train,
1;certainly, do you know from where you will be departing, and at what time?;SYSTEM;
2;I will depart at Birmingham New Street and should arrive by 11:30. Can you help me with this?;USER;find_train,
3;Of course I can. There are 6 possibilities, at what time would you like to leave?;SYSTEM;
0;I need to get to Cambridge by 10:15 for a business meeting, can you give me some train information.;USER;find_train,
1;I can help! Where are you departing from?;SYSTEM;
2;From Bishops Stortford on Tuesday.;USER;find_train,
3;Train TR0635 departs at 9:29 and arrives at 10:07. Would you like me to book you a ticket?;SYSTEM;
4;Not at this time, but could you give me the exact travel time please?;USER;find_train,
5;The duration of the trip is 38 minutes. Would you like more information?;SYSTEM;
6;No thanks. I'm also looking for multiple sports that are in the centre.;USER;find_attraction,
7;I'm sorry but there are no multiple sports attractions in the centre? Shall I look in another area?;SYSTEM;
8;How about a museum instead?;USER;find_attraction,
9;There are 11 museums in the center, and all have free entry . should I recommend one?;SYSTEM;
10;Yes please. I need an address and phone number, too.;USER;find_attraction,
