turn_id;speaker;utterance;dialogue_act
11; SYSTEM ; I was able to book hamilton lodge, reference number is 7CAKIXH2 .;Booking-Book
12; USER ; Thank you. That is all I needed. Goodbye.;general-bye
13; SYSTEM ; you are welcome, enjoy yourself.;general-welcome
0; USER ; What can you tell me about christ's college?;Attraction-Inform
1; SYSTEM ; Christ's College is located on Saint Andrew's Street. The entrance fee is free. You can call the college at phone number 01223334900. Is there specific information that you would like to know more about?;Attraction-Inform
2; USER ; Yes. Could you give me the postcode please?;Attraction-Request
3; SYSTEM ; The postcode for the college is cb23bu.;Attraction-Inform
4; USER ; I also need a train that goes to cambridge.;Train-Inform
5; SYSTEM ; There are over 1400 trains that fit your needs. Could you please narrow it down as to which day & time you are wanting and where will you depart from?;Train-Inform
6; USER ; I'll need to arrive by 11:30. I'm leaving from Peterborough on Friday.;Train-Inform
7; SYSTEM ; Could you please mention your day of travel?;Train-Request
8; USER ; Friday, like I just said.;
9; SYSTEM ; The TR2105 arrives at Peterborough on Frday at 11:09. Do you want me to purchase tickets for you?;Train-Inform
10; USER ; I need to take a train FROM Peterborough TO Cambridge on Friday. I would like to arrive by 11:30 please.;Train-Inform
11; SYSTEM ; The TR2105 arrives before 11:30. Would you like more information or to book it?;Train-Inform
12; USER ; I need to book this for 6 people please. I will also need to get the reference number. Thanks for your help!;Train-Inform
13; SYSTEM ; Booking was successful, the total fee is 99 GBP payable at the station . Reference number is : TQKCP8R1 .;Train-OfferBooked
14; USER ; Thanks for your help, that was all I needed. Goodbye.;general-bye
15; SYSTEM ; You're welcome, have a good day.;general-welcome
0; USER ; I'm interesting in info about 3-star hotels and such that offer free wifi.;Hotel-Inform
1; SYSTEM ; I have two hotels that match the description of 3 star ratings. Are you looking for a hotel in the centre or south area?;Hotel-Inform
2; USER ; the location doesn't matter so long as it has free wifi;Hotel-Inform
3; SYSTEM ; The Gonville Hotel is supposed to be great and it offers free wifi. Would you like me to book you a room?;Booking-Inform
4; USER ; book it for 5 people and 2 nights starting from monday.;Hotel-Inform
5; SYSTEM ; Sorry, it looks like the hotel can't accommodate you for that amount of time.;Booking-NoBook
6; USER ; Perhaps starting sunday instead?;Hotel-Inform
7; SYSTEM ; Great, your reference number is O8VH7VL6 . Is there anything else I can help with?;Booking-Book
8; USER ; No that's it all. Thanks for your help.;general-thank
9; SYSTEM ; Wonderful. Glad to help.;general-greet
0; USER ; We need to find a guesthouse of moderate price.;Hotel-Inform
1; SYSTEM ; I can help you with that. Do you have any special area you would like to stay? Or possibly a star request for the guesthouse?;Hotel-Request
2; USER ; I would like it to have a 3 star rating.;Hotel-Inform
3; SYSTEM ; The Bridge Guest House is a 3 star guesthouse. It is in the south area. Would you like to book a room?;Booking-Inform
4; USER ; Yes, please, for four people.;Hotel-Inform
5; SYSTEM ; How many people is the reservation for?;Booking-Request
6; USER ; Four. Two nights. Beginning Saturday.;Hotel-Inform
7; SYSTEM ; I am afraid that booking is unsuccessful. Would you like a different day or amount of days?;Booking-NoBook
8; USER ; How about 1 night? Would that work?;Hotel-Inform
9; SYSTEM ; This booking is successful for 1 night. Your reference number is 85BGKWO4 . Is there anything else I can assist you with?;Booking-Book
10; USER ; That's all. Thank you!;general-thank
11; SYSTEM ; Great, have a pleasant stay. Bye.;general-bye
0; USER ; I'm trying to find a concert hall in the east part of town.;Attraction-Inform
1; SYSTEM ; Unfortunately, I don't have any listings for concert halls on the east side. Can I check another area of town for you?;Attraction-NoOffer
2; USER ; How about an entertainment attraction instead?;Attraction-Inform
3; SYSTEM ; There are two entertainment attractions on the east side. Would you like more information?;Attraction-Inform
4; USER ; Yes and can I have the phone number and address of one of attraction?;Attraction-Request
5; SYSTEM ; Sure. Cherry Hinton Hall and Grounds can be reached at 01223446104. It is on Cherry Hinton Road, postcode cb18dw. Can I help you with anything else today?;Attraction-Inform
6; USER ; Thanks. That's all I need for now.;general-thank
7; SYSTEM ; Okay Thank you for calling.;general-bye
0; USER ; My friend told me about a place called the Carolina Bed and Breakfast. Do you know anything about it?;Hotel-Inform
1; SYSTEM ; It's a 4 star guesthouse. What information would you like to know about it?;Hotel-Inform
2; USER ; Can you give me the postcode? And, do they have internet?;Attraction-Request
3; SYSTEM ; The postcode is cb13nx, and they do have internet.;Hotel-Inform
4; USER ; Thank you. Are there any boat attractions in the west?;Attraction-Inform
5; SYSTEM ; Nothing in the west, sorry. The closest boat would be the Cambridge Punter in the centre. Is that too far?;Attraction-Inform
6; USER ; Yes, it is. How about a musuem?;Attraction-Request
7; SYSTEM ; There are 5 museums in the West. I recommend Kettle's Yard. Would you like the address and phone?;Attraction-Inform
8; USER ; Yes, I would love the address. Thank you so much!;Attraction-Request
9; SYSTEM ; Kettle's yard is on castle street, cb30aq. Can I help you with anything else?;Attraction-Inform
10; USER ; Great. That is all I need.;general-thank
11; SYSTEM ; I'm glad to have been of assistance. Have a great day. Goodbye.;general-bye
0; USER ; I'm looking for a place to stay in the north maybe a guesthouse.;Hotel-Inform
1; SYSTEM ; You're in luck! I have 11 guesthouses in the north, would you mind sharing your price range and any other preferences you may have?;Hotel-Inform
2; USER ; I'd like a place rated 4 stars, that offers free wifi.;Hotel-Inform
3; SYSTEM ; That narrows the selection a little. Do you need parking?;Hotel-Request
4; USER ; No I just need free internet. I also need the price range, address, and postcode of the one you find.;Hotel-Inform
5; SYSTEM ; The avalon is a guesthouse in the moderate price range and is located at 62 gilbert road, their post code is cb43pd.;Hotel-Recommend
6; USER ; I also need a train to Birmingham new street.;Train-Inform
7; SYSTEM ; Sure, I can help you with that. When would you like to travel?;Train-Request
8; USER ; Friday, I am taking a half day at work to get an early weekend so after 14:00 please.;Train-Inform
9; SYSTEM ; There is a 14:01 or if that's too close to 14:00 there is a 15:01 as well.;Train-Inform
10; USER ; Pick one please, just please give me the travel time, arrival time, and price.;Hotel-Request
11; SYSTEM ; I would suggest the TR2519 which would depart at 15:01 and arrive at 17:44. This price is 75.10 pounds. Would you like to book this train?;Train-Inform
12; USER ; Yes for one please.;Train-Inform
13; SYSTEM ; I will work on this and be right back with you.;Train-OfferBook
14; USER ; Ok. Were you able to book it?;Train-Inform
15; SYSTEM ; How many tickets do you want?;Train-Request
16; USER ; for one please.;Train-Inform
17; SYSTEM ; Booking was successful, the total fee is 75.09 GBP payable at the station . Reference number is : 3D1AH8PM .;Train-OfferBooked
18; USER ; What was to total travel time for that train booking?;Train-Request
19; SYSTEM ; a total of 163 minutes;Train-Inform
20; USER ; that is all for today thanks;general-thank
21; SYSTEM ; thanks you so much;general-welcome
22; USER ; you are welcome abd have a great day;general-thank
23; SYSTEM ; great day to you too;general-bye
24; USER ; thanks you a lot;general-thank
25; SYSTEM ; Please call again if we can further assist you. Goodbye.;general-bye
0; USER ; Hello. Can you suggest a french restaurant in the north end?;Restaurant-Inform
1; SYSTEM ; I have one restaurant in the North end called two two in the expensive range.;Restaurant-Inform
2; USER ; I am interested in the one in the north. Could I have their postcode and address?;Restaurant-Inform
3; SYSTEM ; Sure! Restaurant Two Two is located at 22 Chesterton Road Chesterton in postcode cb43ax. Will that be all for today?;Restaurant-Inform
4; USER ; Yes, that will be all. Thanks.;general-thank
5; SYSTEM ; Thanks for using Cambridge TownInfo centre, and have a great day!;general-bye
0; USER ; I'd like a moderately priced hotel with free parking, please.;Hotel-Inform
1; SYSTEM ; acorn guest house is a 4-star hotel located in 154 chesterton road, should i book it for you?;Booking-Inform
2; USER ; Is that located in the north. I really want to stay somewhere in the north.;Hotel-Inform
3; SYSTEM ; Yes that is located in the north. Should I book it for you?;Hotel-Inform
4; USER ; Does it also have internet access?;Hotel-Inform
5; SYSTEM ; It does have wifi.;Hotel-Inform
6; USER ; Does it include free parking?;Hotel-Inform
7; SYSTEM ; Yes it does. Would you like me to book you a room?;Booking-Inform
8; USER ; I have to discuss it with my husband, so no thanks. Can you tell me about trains leaving Monday? I need to arrive by 10:45.;Train-Inform
9; SYSTEM ; And where do you want to travel to and from?;Train-Request
10; USER ; I will be traveling from Cambridge heading to Bishops Stortford.;Train-Inform
11; SYSTEM ; I have 3 trains that would suit your needs. May I suggest the one that arrives by 10:07?;Train-Inform
12; USER ; Yes that works for me. Can I have the travel time and the train ID?;Train-Request
13; SYSTEM ; Yes the travel time is 38 minutes and the trainID is TR7169. Can I help you with anything else?;Train-Inform
14; USER ; That will be all, thank you!;general-thank
15; SYSTEM ; You are very welcome. Have a great day.;general-greet
0; USER ; am looking for a train,it should leave on sunday and should go to stansted airport;Train-Inform
1; SYSTEM ; What time would you like the train to arrive at Cambridge? Keep in mind the train ride duration is approximately 28 minutes.;Train-Inform
2; USER ; Arrival time doesn't matter so much, but I want to leave after noon. Not a morning person :);Train-Inform
3; SYSTEM ; How about TR5985? It leaves at 12:40.;Train-Inform
4; USER ; Thank you goodbye;general-bye
5; SYSTEM ; Thank you for allowing me to help today.;general-greet
0; USER ; I am looking for an expensive place to dine which serves indian food.;Restaurant-Inform
1; SYSTEM ; Several restaurants fit your criteria. Do you prefer a specific area?;Restaurant-Inform
2; USER ; Yes, I am looking to stay in the centre of town.;Restaurant-Inform
3; SYSTEM ; The top 3 places serving indian cuisine are curry garden, the golden curry, and saffron brasserie. Would you like more options?;Restaurant-Inform
4; USER ; Any of those would be fine. I need a table for 7 at 16:00 on Saturday. Is it possible to book at one of those places?;Restaurant-Inform
5; SYSTEM ; Your table for 7 is reserved at Curry Garden. Your reference number is : 2OZT0P7I . Is there anything else I can help you with today?;Booking-Book
6; USER ; I'm also looking for a train leaving Cambridge on Sunday.;Train-Inform
7; SYSTEM ; There are 202 trains leaving cambridge that day, do you have a destination or time?;Train-Inform
